GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD01_VD62,HD02_VD62,HD01_VD63,HD02_VD63,HD01_VD64,HD02_VD64,HD01_VD65,HD02_VD65,HD01_VD66,HD02_VD66,HD01_VD67,HD02_VD67,HD01_VD68,HD02_VD68,HD01_VD69,HD02_VD69,HD01_VD70,HD02_VD70,HD01_VD71
Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Total: - Private for-profit wage and salary workers:,Margin of Error; Total: - Private for-profit wage and salary workers:,Estimate; Total: - Private for-profit wage and salary workers: - Employee of private company workers,Margin of Error; Total: - Private for-profit wage and salary workers: - Employee of private company workers,Estimate; Total: - Private for-profit wage and salary workers: - Self-employed in own incorporated business workers,Margin of Error; Total: - Private for-profit wage and salary workers: - Self-employed in own incorporated business workers,Estimate; Total: - Private not-for-profit wage and salary workers,Margin of Error; Total: - Private not-for-profit wage and salary workers,Estimate; Total: - Local government workers,Margin of Error; Total: - Local government workers,Estimate; Total: - State government workers,Margin of Error; Total: - State government workers,Estimate; Total: - Federal government workers,Margin of Error; Total: - Federal government workers,Estimate; Total: - Self-employed in own not incorporated business workers,Margin of Error; Total: - Self-employed in own not incorporated business workers,Estimate; Total: - Unpaid family workers,Estimate; Total: - Worked at home:,Margin of Error; Total: - Worked at home:,Estimate; Total: - Worked at home: - Private for-profit wage and salary workers:,Margin of Error; Total: - Worked at home: - Private for-profit wage and salary workers:,Estimate; Total: - Worked at home: - Private for-profit wage and salary workers: - Employee of private company workers,Margin of Error; Total: - Worked at home: - Private for-profit wage and salary workers: - Employee of private company workers,Estimate; Total: - Worked at home: - Private for-profit wage and salary workers: - Self-employed in own incorporated business workers,Margin of Error; Total: - Worked at home: - Private for-profit wage and salary workers: - Self-employed in own incorporated business workers,Estimate; Total: - Worked at home: - Private not-for-profit wage and salary workers,Margin of Error; Total: - Worked at home: - Private not-for-profit wage and salary workers,Estimate; Total: - Worked at home: - Local government workers,Margin of Error; Total: - Worked at home: - Local government workers,Estimate; Total: - Worked at home: - State government workers,Margin of Error; Total: - Worked at home: - State government workers,Estimate; Total: - Worked at home: - Federal government workers,Margin of Error; Total: - Worked at home: - Federal government workers,Estimate; Total: - Worked at home: - Self-employed in own not incorporated business workers,Margin of Error; Total: - Worked at home: - Self-employed in own not incorporated business workers,Estimate; Total: - Worked at home: - Unpaid family workers
01,Alabama,1916877,16226,1350613,14032,1290830,13929,59783,4412,125769,5661,143611,6471,110231,5845,79745,4503,105046,5498,1862,55782,4508,30494,2999,24309,2937,6185,1121,2949,1056,860,451,2013,933,1875,913,16979,2599,612
02,Alaska,352044,6246,191817,6157,181472,6223,10345,1857,31778,2876,30206,2749,31745,2476,46096,3738,19426,2064,976,18805,3141,9825,2028,7119,1618,2706,1043,864,438,305,172,885,498,1301,1679,5240,1005,385
04,Arizona,2600823,20960,1851503,20920,1755818,20343,95685,5708,171041,7521,205050,7331,119187,5968,97129,5788,154008,7715,2905,150889,6705,87968,4903,64488,4178,23480,2902,7889,2636,2873,855,3279,774,2613,1027,45208,3941,1059
05,Arkansas,1223069,12450,843571,12447,804833,12694,38738,3340,84627,4630,74610,3922,104094,4460,37629,3349,76597,4408,1941,36259,3465,15376,2233,11869,1949,3507,857,3736,1793,695,408,1853,829,209,272,13979,2321,411
06,California,15926651,47686,11065192,44895,10522222,45273,542970,12686,1050890,18114,1297307,19410,670291,17193,495771,12253,1324447,23877,22753,824305,17515,388321,11484,288533,9647,99788,6228,36273,5150,30907,2894,39284,4603,20643,4076,303123,11298,5754
08,Colorado,2417222,16499,1678902,14728,1556236,14140,122666,5945,178694,6588,180978,6370,98241,6026,106222,5321,170973,7009,3212,155132,7501,94017,5517,62464,4178,31553,3398,8273,1442,3075,1022,1664,657,1034,464,46652,3154,417
09,Connecticut,1696736,11314,1182164,13667,1124893,12705,57271,3395,165984,7262,131025,6177,73710,3967,32921,2662,109259,5634,1673,67215,4129,36173,2701,27889,2580,8284,1175,3445,882,991,496,1116,648,1132,625,24147,2556,211
10,Delaware,412806,8922,296796,8169,282093,7981,14703,2014,37681,3007,15141,1824,35601,3030,11420,1673,16026,2140,141,14762,1986,9402,1586,6839,1310,2563,928,622,283,73,78,238,194,53,89,4311,1088,63
11,District of Columbia,784987,13175,346421,9867,329890,9378,16531,2409,122944,7085,34686,3308,13630,2484,242497,7108,24270,2296,539,14870,2071,6362,1400,4803,1183,1559,707,1293,498,409,409,0,273,1777,915,4914,1217,115
12,Florida,7821529,28945,5766710,33611,5312735,33425,453975,11671,492767,12881,608705,13355,250891,9684,234450,7888,458681,13160,9325,362831,11267,226468,8468,151624,6905,74844,4786,12697,2105,4562,1261,4902,1296,14675,2752,98264,5609,1263
13,Georgia,4114847,23689,2918965,25522,2746650,25857,172315,7164,247368,9008,316241,9059,203110,8457,192228,7156,230239,8512,6696,198889,8662,123481,6153,92850,4899,30631,3320,7793,1601,2406,781,4412,1416,10731,2716,49317,4170,749
15,Hawaii,658038,8063,391138,9626,368666,9101,22472,2670,46268,3556,25536,2771,65174,4114,80822,4542,46661,3675,2439,33658,4890,13969,2405,8010,1726,5959,1591,1931,849,298,290,740,381,3673,3955,12478,1813,569
16,Idaho,654351,9215,458375,8316,429339,8098,29036,2697,41626,3259,47771,3050,33348,2648,22139,2130,49506,3267,1586,40257,3944,20933,2733,15176,2397,5757,1456,1698,699,505,311,499,347,724,419,15475,2134,423
17,Illinois,5790603,23746,4219146,23546,3997704,23444,221442,8408,505178,12029,438997,11212,212311,7040,123473,5589,285114,7718,6384,249207,7603,145242,6224,102685,5114,42557,4139,13023,1608,3561,774,5507,1261,1589,639,78738,4695,1547
18,Indiana,2787823,17846,2066380,17970,1978343,18115,88037,4071,245782,7582,172805,6100,105350,4943,55826,3622,138010,6090,3670,93626,4782,49402,3420,37040,2954,12362,1688,5358,1158,1786,999,1484,696,1423,890,33806,2886,367
19,Iowa,1515823,11740,1055674,11866,1004639,11723,51035,2926,136912,5197,106219,4572,79833,4450,26473,2401,108644,4189,2068,73164,4712,30749,3089,21557,2451,9192,1427,5074,1381,1127,540,1156,600,364,326,34258,2902,436
20,Kansas,1372924,11343,937196,12820,893473,12328,43723,3419,105799,4477,110705,3807,74225,4045,50361,3123,92083,4962,2555,59886,4477,27244,3036,19398,2566,7846,1378,3400,829,777,278,2427,864,514,300,24685,2618,839
21,Kentucky,1820806,17174,1268789,16498,1213863,16127,54926,3884,139642,5381,112863,4593,114388,4831,81396,5714,101707,5111,2021,65922,4936,25128,2575,18582,2172,6546,1297,2643,822,476,334,1182,405,17068,4295,19259,2377,166
22,Louisiana,1950271,14337,1371379,15692,1307517,15624,63862,4128,122957,6633,163417,7120,118401,6442,64033,4052,108521,5508,1563,42109,3455,21105,2505,14351,2104,6754,1533,1712,472,897,434,1640,627,126,156,16273,2209,356
23,Maine,615364,6884,381399,7665,357731,7257,23668,2325,81205,4344,47809,3064,27868,2607,20074,2400,56506,3840,503,32346,2471,15323,1815,10433,1434,4890,1051,1758,558,510,330,543,374,197,148,13937,1642,78
24,Maryland,2557335,19868,1639705,18886,1547423,18234,92282,6216,232272,7502,210580,6743,119326,6385,225805,7392,126859,5532,2788,122635,5991,64836,4817,44414,3589,20422,2631,6532,1063,1604,581,1403,487,6524,1133,40945,3268,791
25,Massachusetts,3205372,19260,2183486,19423,2091209,19270,92277,5246,405111,10587,235062,7712,118307,5480,66420,4631,194760,8252,2226,133432,5258,70012,3978,55432,3413,14580,1991,10812,1920,1746,631,3860,1157,361,229,46214,3531,427
26,Michigan,4003428,19255,2897872,21128,2758971,19069,138901,7139,388672,7561,267202,7794,162729,5263,73188,4494,208122,7313,5643,143706,7029,77569,6625,59911,6071,17658,1922,9787,1400,2975,837,5598,1110,959,387,46430,3533,388
27,Minnesota,2666098,12451,1872933,13415,1769594,13399,103339,4752,296721,7098,185897,5651,104110,5078,45992,2575,157023,5461,3422,143802,4672,72418,3705,51802,3135,20616,1946,8973,1440,1870,415,4586,1304,573,255,54517,2980,865
28,Mississippi,1111361,13626,737886,12196,705092,12313,32794,3119,64278,4432,89427,6197,104917,6309,49679,3622,62874,4114,2300,28087,3116,14496,2087,11088,1867,3408,968,1013,466,375,337,922,378,416,321,10557,1889,308
29,Missouri,2743623,14858,1921592,19046,1836276,18644,85316,4770,267722,8474,172402,5779,124970,5407,91776,4844,162247,6325,2914,112679,6051,52570,4286,37531,3194,15039,2178,4654,1063,672,310,2187,873,10226,1512,41915,3403,455
30,Montana,458003,5845,286155,6141,262322,6236,23833,1925,41830,3077,36015,2886,26086,2505,22393,2591,43531,2835,1993,30112,2925,13080,1850,8341,1405,4739,1018,1755,819,340,257,933,749,421,273,12586,1586,997
31,Nebraska,937834,8489,642021,8696,609478,8815,32543,2004,88636,4326,69306,3530,41900,2217,25441,2223,69283,3303,1247,39761,2839,15930,1633,10948,1473,4982,940,1605,552,666,437,1002,394,174,147,20179,1997,205
32,Nevada,1191986,12734,933030,15233,891931,15809,41099,4113,39123,3766,86284,4946,36815,3634,35935,4117,59018,4482,1781,43778,4398,25812,3261,17863,2428,7949,1796,403,287,1191,691,350,325,604,527,14812,2221,606
33,New Hampshire,628044,7757,418295,8738,396484,8416,21811,2194,69424,4313,51464,3601,22642,2241,12155,1744,53045,3772,1019,39180,3507,19847,2991,16319,2961,3528,912,2227,852,406,337,560,305,267,216,15530,1902,343
34,New Jersey,3801308,21987,2781011,19624,2630402,19761,150609,6193,259263,8462,331999,8857,167790,6637,77091,4771,181164,6789,2990,145441,5723,92351,4263,65637,3629,26714,2778,6629,1208,1922,682,1390,503,680,402,41950,3072,519
35,New Mexico,848687,9895,521609,10939,492927,10955,28682,3566,57255,3832,80273,5173,66399,3856,64394,3802,58038,4150,719,41852,3221,18102,2142,12230,1637,5872,1400,2869,821,1097,570,1717,858,937,383,16618,1961,512
36,New York,9046575,33122,6097807,30910,5756130,31271,341677,9194,900975,14083,912369,14659,380181,9564,201129,6974,546466,11599,7648,347072,10372,183005,7830,128850,5787,54155,3820,22206,2832,7500,1185,4971,1096,5651,1361,122033,6277,1706
37,North Carolina,4121671,25131,2898626,22829,2750712,22768,147914,7548,280152,10051,279577,7403,246072,8971,178951,6486,234644,9912,3649,166510,6812,93985,5387,68507,4306,25478,3031,7545,1263,2374,856,3461,1085,6485,2568,51620,4012,1040
38,North Dakota,379847,4886,236503,5932,223513,5839,12990,1754,40489,2841,28425,2240,23065,2146,18383,1602,32251,2012,731,18531,1496,5709,953,3915,783,1794,607,533,227,530,336,594,258,194,176,10541,1062,430
39,Ohio,5075200,21324,3649060,21702,3511768,22696,137292,6018,480266,11548,400116,8711,175322,7110,106345,7294,258785,7790,5306,180003,8166,93246,5312,73037,4903,20209,2256,13145,2584,3036,814,4407,1117,1329,484,63712,4220,1128
40,Oklahoma,1641563,13382,1109422,13889,1051382,14096,58040,3901,112328,5224,101412,4247,116815,4833,83973,4348,115013,5622,2600,68542,4273,30943,2820,20819,2399,10124,1731,3386,968,885,432,2516,995,5168,1451,25143,2277,501
41,Oregon,1709279,14334,1152972,13453,1080116,13269,72856,3815,162396,6686,126018,5122,88137,4674,44457,3196,132692,5735,2607,108132,5757,53399,4580,37103,3827,16296,2260,7061,1307,2084,724,3763,1077,927,517,39738,2520,1160
42,Pennsylvania,5655344,24975,4004670,25695,3847049,24400,157621,7085,663759,11913,353178,10501,179202,7090,126646,4790,319556,8596,8333,212107,7227,108540,5263,86087,4543,22453,2177,20421,3453,4442,899,3660,986,2059,568,71528,3899,1457
44,Rhode Island,464646,7946,316882,7764,300548,7283,16334,2538,54070,3657,33688,2646,18232,2590,16930,2052,24325,2359,519,15908,2133,7720,1323,5835,1104,1885,845,1346,544,324,208,0,273,268,220,6250,1326,0
45,South Carolina,1912871,16618,1352048,15015,1288799,14887,63249,3918,114108,5959,131858,5775,126545,6115,89860,5314,96485,5076,1967,72437,4651,35907,3073,28388,2859,7519,1319,3055,1079,1268,458,1824,748,8566,1666,21262,2808,555
46,South Dakota,407277,5086,257350,5038,240513,4906,16837,1835,44954,2940,31278,2549,19144,2002,19082,2162,34840,2882,629,21018,1708,7460,1029,4606,845,2854,591,814,336,449,252,240,183,269,249,11650,1309,136
47,Tennessee,2711169,19153,1915346,19222,1845897,18557,69449,4286,209999,7523,213905,6276,105703,5317,78869,4262,184549,5773,2798,90494,4679,45015,3478,36173,3089,8842,1611,5611,1329,1395,719,856,416,1812,758,35227,3416,578
48,Texas,11132187,37096,7973902,38485,7667474,39757,306428,9063,607869,14154,842564,15564,526415,12154,396872,10197,770325,16573,14240,453258,12790,247900,8751,196390,8083,51510,4080,16262,1851,8211,1306,7888,1687,13651,2993,156294,7300,3052
49,Utah,1209175,11335,864987,12048,814501,11724,50486,3006,83505,5090,86762,4529,66580,4300,48694,3242,57569,3622,1078,53014,3478,30173,2809,22374,2402,7799,1132,1533,646,511,299,880,406,556,314,19172,2056,189
50,Vermont,313415,4891,190839,5131,176881,5317,13958,1536,45139,2763,23289,1898,16310,1612,8050,1172,29248,2028,540,23357,2393,11097,1737,7227,1515,3870,895,1785,575,210,168,864,445,271,221,9097,982,33
51,Virginia,3762996,18633,2462976,23933,2336691,24756,126285,6664,261985,7554,317961,9685,157393,6228,378373,9433,181632,7891,2676,167035,7799,92569,5447,67925,4667,24644,2654,7214,1274,3066,803,3655,1063,9347,2913,50730,3444,454
53,Washington,2997311,18948,2021776,17511,1901462,17395,120314,6002,239859,6471,206481,6277,197402,7763,144584,6444,183784,7730,3425,162951,8621,85091,5759,62230,4465,22861,3327,7368,1275,2400,712,7682,1378,5212,4117,53778,4034,1420
54,West Virginia,709109,10548,477623,9261,460149,9603,17474,2163,51135,2993,57373,3671,58539,4869,30240,2259,33329,3047,870,20446,2369,9832,1681,7493,1385,2339,807,2031,733,465,325,1371,551,552,590,6185,1155,10
55,Wisconsin,2712317,13635,1962770,14708,1876619,14631,86151,4049,246875,6808,195354,6345,108476,5160,42356,2592,153022,5269,3464,115359,4395,56332,2993,42465,2598,13867,1497,4968,843,2792,701,2174,575,756,501,47359,2484,978
56,Wyoming,285840,4955,184467,5253,171673,5260,12794,1832,19756,2113,29116,2849,20015,2582,12488,2085,19508,2199,490,13647,2096,5594,1252,3047,1038,2547,837,624,342,251,186,1106,990,94,125,5716,1285,262
72,Puerto Rico,1077361,12072,656417,11127,625965,10719,30452,2749,54424,4040,63462,3533,175979,6376,25843,2523,99254,4728,1982,25597,2773,9051,1611,6137,1213,2914,864,1893,1734,378,247,837,524,270,268,13064,1628,104
