GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD01_VD44,HD02_VD44,HD01_VD45,HD02_VD45,HD01_VD46,HD02_VD46,HD01_VD47,HD02_VD47,HD01_VD48,HD02_VD48,HD01_VD49,HD02_VD49,HD01_VD50
Id2,Geography,Estimate; Total:,Margin of Error; Total:,"Estimate; Management, professional, and related occupations","Margin of Error; Management, professional, and related occupations",Estimate; Service occupations,Margin of Error; Service occupations,Estimate; Sales and office occupations,Margin of Error; Sales and office occupations,"Estimate; Farming, fishing, and forestry occupations","Margin of Error; Farming, fishing, and forestry occupations","Estimate; Construction and extraction, and maintenance occupations","Margin of Error; Construction and extraction, and maintenance occupations","Estimate; Production, transportation, and material moving occupations","Estimate; Taxicab, motorcycle, bicycle, or other means: - Service occupations","Margin of Error; Taxicab, motorcycle, bicycle, or other means: - Service occupations","Estimate; Taxicab, motorcycle, bicycle, or other means: - Sales and office occupations","Margin of Error; Taxicab, motorcycle, bicycle, or other means: - Sales and office occupations","Estimate; Taxicab, motorcycle, bicycle, or other means: - Farming, fishing, and forestry occupations","Margin of Error; Taxicab, motorcycle, bicycle, or other means: - Farming, fishing, and forestry occupations","Estimate; Taxicab, motorcycle, bicycle, or other means: - Construction and extraction, and maintenance occupations","Margin of Error; Taxicab, motorcycle, bicycle, or other means: - Construction and extraction, and maintenance occupations","Estimate; Taxicab, motorcycle, bicycle, or other means: - Production, transportation, and material moving occupations","Margin of Error; Taxicab, motorcycle, bicycle, or other means: - Production, transportation, and material moving occupations","Estimate; Taxicab, motorcycle, bicycle, or other means: - Armed forces","Margin of Error; Taxicab, motorcycle, bicycle, or other means: - Armed forces",Estimate; Worked at home:
01,Alabama,1928379,13688,597238,11772,289791,9659,488093,10388,12721,1621,219771,7800,317412,4655,1270,2740,961,390,307,2507,807,4593,1249,85,123,48924
02,Alaska,322541,5905,110022,4361,53748,3325,76054,4577,5032,1026,37975,2818,35216,2968,786,2434,652,1529,514,3168,745,3366,913,80,83,16054
04,Arizona,2707593,15533,877494,14912,461910,13142,741003,14817,13095,3046,335675,10299,271323,17379,2977,13179,2130,1017,1060,10408,2074,8616,1769,538,445,123935
05,Arkansas,1228961,10799,346379,9756,192341,6485,310179,7660,17161,2260,129099,5613,231504,3259,909,2304,939,816,651,1730,654,5731,1304,42,70,39966
06,California,16337246,39536,5643129,29318,2711965,28086,4224588,35063,210476,9505,1573843,24391,1903726,72655,5003,63762,4781,11152,2259,40447,5027,52485,5090,3293,906,779046
08,Colorado,2384763,12996,872697,12044,380501,12128,611930,11913,13065,1881,262700,9322,227595,11926,2191,8732,1451,300,199,4843,1473,6696,1502,202,134,137130
09,Connecticut,1697791,11729,643333,11014,281151,8498,442822,8980,2682,702,143612,6122,181058,5772,1391,5477,1319,74,120,1878,925,4086,1298,138,150,59475
10,Delaware,410043,7121,149885,5963,64246,3896,112217,4950,1334,550,41605,3204,39486,1234,806,1425,501,226,282,1020,607,920,491,210,346,10398
11,District of Columbia,720382,12903,430257,10039,95167,5406,129411,6415,897,609,31336,3727,28053,1134,630,2602,1018,195,316,555,403,1275,719,112,138,11498
12,Florida,8111142,28173,2532856,28164,1446888,23519,2312923,22707,59824,6701,971499,18933,757601,43402,4323,30766,3728,2981,1071,31247,5018,26714,3612,985,420,326298
13,Georgia,4287027,22641,1406769,20193,630642,14769,1112771,17180,26419,2979,474023,12397,594166,17709,2997,10445,2021,1814,899,15816,2376,19034,3053,809,445,182533
15,Hawaii,629882,7186,201235,6843,129479,5298,159891,6585,6202,1364,65398,4414,46082,4145,1065,2632,780,706,497,1404,540,1538,635,1220,575,27162
16,Idaho,656843,6577,203926,5151,102686,5709,164751,6802,18830,1909,85327,4286,78250,2524,748,2001,696,773,549,1249,533,1622,616,0,265,33874
17,Illinois,5968506,20652,2055088,19752,940850,15786,1566105,20110,18469,2228,504435,11171,873304,19876,2859,16871,2136,439,330,7548,1673,18182,2457,111,126,218219
18,Indiana,2901321,16538,863628,15365,449239,10252,709082,11865,12233,1900,289826,9073,575713,8795,1741,5515,1220,217,191,4387,1220,11089,1841,26,40,94258
19,Iowa,1507545,11140,485450,7322,240892,6451,373716,8471,16407,1605,131037,5313,259410,3908,850,2835,728,266,251,2284,811,5245,911,76,125,71493
20,Kansas,1387246,11754,460603,10596,216413,7225,343456,8781,15015,1826,138442,4698,203747,4424,1445,1873,617,87,87,3145,1019,4814,1147,135,151,59451
21,Kentucky,1834746,16795,562221,11317,273515,7828,465198,10600,13506,1931,197278,6144,311360,3549,872,1774,626,53,74,2204,770,4717,1055,337,346,58981
22,Louisiana,1828690,15492,536259,9013,319301,9610,472343,11778,10933,1415,242440,7842,238790,8585,1789,5168,1212,577,397,5984,1531,8264,1659,163,228,39698
23,Maine,634690,7536,204549,5763,107954,5285,160215,5284,12282,1745,71305,3140,76796,1602,724,1877,654,872,747,913,380,1841,670,67,111,31592
24,Maryland,2540390,17577,1038877,15481,391346,11071,642666,12505,6276,1328,231846,7218,220766,8529,1884,7012,1341,112,130,5383,1593,5530,1343,190,166,102616
25,Massachusetts,3247821,18881,1339605,15569,518353,13156,803471,11430,6387,1463,261237,8867,316205,9982,2098,8779,1628,133,148,2961,1123,5654,1170,0,265,113918
26,Michigan,4388084,22399,1432421,14602,749507,12482,1111776,16734,21136,1875,373011,8569,698767,12443,1730,8041,1375,916,490,4391,1008,11076,1646,43,74,152516
27,Minnesota,2691467,13204,981491,11035,411976,9792,684497,9760,18703,1520,227996,6262,365326,8533,1276,7858,1375,324,155,2155,599,8903,1295,65,103,131054
28,Mississippi,1136395,11451,320822,8645,185808,7312,276258,8882,14890,2219,127606,5738,205796,3374,1012,2620,969,367,278,1786,734,4270,1038,267,197,24199
29,Missouri,2798817,18303,908759,12412,457173,9766,740072,11576,17425,2213,276090,7161,390237,6486,1219,5850,1303,368,236,3273,957,7815,1326,250,212,113016
30,Montana,458738,5425,151424,5391,82957,4252,107811,4480,8687,1079,60432,3497,46098,2173,715,2149,653,493,328,1024,517,1190,486,0,265,30792
31,Nebraska,929445,7763,316576,6720,140808,4430,233480,5931,15539,1225,84394,3985,135801,3315,938,2354,724,136,110,1517,593,3578,915,106,132,45325
32,Nevada,1222402,11319,323349,9664,300209,10043,308681,9699,2890,993,165997,7188,118646,4653,1132,5274,1196,179,258,4831,1540,5627,1347,111,132,37455
33,New Hampshire,643983,7819,219643,6409,99405,5019,182041,6477,3024,778,63243,3757,76208,1418,564,1509,666,0,265,825,479,1909,725,0,265,29328
34,New Jersey,3940392,22020,1425394,16694,632153,13443,1106436,15462,6356,1150,322952,11204,443921,23147,3098,15169,2163,284,227,7792,1822,21002,3257,38,65,133940
35,New Mexico,851799,10070,288149,7966,154938,6093,212773,7513,7898,1346,102555,6574,82218,3689,1167,1603,694,87,108,1778,903,1424,546,219,259,39354
36,New York,9019546,34791,3380326,26718,1662181,22673,2327674,27186,24682,2478,708603,13596,901993,35467,3523,33829,3276,878,358,11714,1814,26691,2840,403,236,331806
37,North Carolina,4110108,19233,1322809,15635,632587,12159,996332,15617,31347,3555,479261,11947,605202,11694,2052,9376,1826,1046,613,8390,1727,10661,1745,671,310,146489
38,North Dakota,347930,4908,116373,4326,58200,3020,86267,3828,6047,1029,36458,2373,42694,825,386,949,424,38,51,649,308,519,221,0,265,19182
39,Ohio,5354889,22468,1725547,19507,863719,14679,1381568,16087,18022,2183,458800,10912,903471,13695,2271,8003,1324,918,563,6428,1470,16177,1782,0,265,163769
40,Oklahoma,1572763,11550,485166,8984,260128,7737,412804,8733,13562,1895,180987,5867,211759,5724,1342,4382,1111,220,156,4062,1320,5426,994,344,317,58478
41,Oregon,1786447,13395,583509,10088,287903,10290,463394,10193,36821,4455,169540,6548,243757,7674,1816,6890,1165,1088,572,3507,935,5903,1114,43,72,105312
42,Pennsylvania,5620276,21522,1909949,18903,907846,13830,1489296,13991,28431,2548,487733,9446,793991,14661,2143,11959,1847,1023,497,5892,1453,14098,1668,172,172,184211
44,Rhode Island,491261,8825,173025,6228,89832,4965,126528,5087,1153,624,44195,3451,54762,2105,1198,1315,802,0,265,1407,879,1358,652,0,265,13648
45,South Carolina,1912256,14500,571900,9511,306296,9688,481924,11051,9742,1871,208078,7576,311610,9560,1953,5851,1386,629,420,4036,1136,5964,1388,160,129,66494
46,South Dakota,399314,5017,138124,4455,62362,3185,99128,3591,7460,1224,35921,2289,55475,1386,544,675,350,196,160,685,392,2296,796,0,265,26112
47,Tennessee,2745278,18441,834154,13152,417295,10966,723483,13546,11838,1873,279281,8635,476783,6636,1390,5337,1380,88,103,3344,973,8366,1854,0,265,85980
48,Texas,10489374,26788,3369573,26477,1715489,23194,2745250,28497,61542,5028,1235404,18809,1314413,38799,3704,27601,2652,1882,838,35921,3711,36879,3536,1111,543,368440
49,Utah,1190619,11287,382852,7630,177313,6688,338627,8223,4322,787,129414,4794,156182,4388,1140,4070,1066,136,186,2005,537,4282,965,0,265,54558
50,Vermont,317938,5028,116728,4478,55264,3407,74004,3388,3559,753,32102,2449,35731,1009,490,827,263,23,28,567,357,651,327,0,265,17547
51,Virginia,3708749,20489,1408584,15668,550473,13280,888905,14203,17526,2297,391057,11119,397110,10490,1816,7596,1423,658,480,6302,1563,7988,1721,1581,557,149168
53,Washington,2983535,16338,1090819,15793,473615,10114,732916,12127,49011,4551,277661,8733,340494,7966,1576,7729,1467,1929,753,6082,1597,8406,1678,546,296,154032
54,West Virginia,722416,9679,206487,6803,127934,5585,184116,5409,4227,988,92588,4353,106411,2180,815,1254,697,0,265,1080,641,2663,1002,0,265,18125
55,Wisconsin,2769424,14626,878610,11517,436778,8819,689488,11690,28032,2468,241438,5411,493520,8735,1393,6853,1114,796,364,3972,1019,12656,1599,63,99,110344
56,Wyoming,273007,4646,81910,3624,45956,3181,59533,3256,2978,1039,42205,2752,38374,1382,671,385,256,118,140,1440,660,274,267,0,265,13915
72,Puerto Rico,1163621,14744,337110,9980,215751,7741,333323,7529,10550,1654,123571,4930,142813,10116,1600,7852,1440,970,514,7438,1334,4725,1164,131,148,24762
